account_id,account_name,Normalized_Emissions,z_score,Primary activity,Year
5584,Endesa,0.0011516262210165,2.449188066224497,0,2013
4256,"Daiwa House Industry Co., Ltd.",0.000612323425889,2.404660062868768,Residential building construction,2013
15941,Rolls-Royce,0.0060948448113875,2.6433184630863003,Engines & motors,2013
8332,"Hitachi Construction Machinery Co., Ltd.",0.005022710325372,2.285438716438056,"Agriculture, construction & mining machinery",2013
4663,Deutsche Post AG,0.000543772419056,2.158549105662664,Logistics - 3rd party,2013
9577,Itausa Investimentos Itau S.A.,0.0001374126561722,3.5106046407705027,Asset managers,2013
19080,thyssenkrupp AG,8.438247111449218e-05,2.7591326740971227,Commercial services,2013
6113,Exelon Corporation,0.0047421731255771,2.7915037140764967,CCGT generation,2013
6305,FERROVIAL,0.0013762814685552,2.8787570274969307,Transportation infrastructure & other construction,2013
13161,NH Hotel Group,0.8173763432585582,2.449469506911693,Hotels & lodging,2013
14106,Outokumpu Oyj,0.0004801282156878,2.392243752507459,Iron & steel,2013
10629,Legal and General Investment Management,4.760440428118888e-05,6.376249272192736,Insurance,2013
1581,Bayer AG,0.0007928833034044,3.884033153587318,Pharmaceuticals,2013
2297,British Land Company,0.0124061454232281,4.524780584793257,REIT,2013
14712,Philip Morris International,0.0001602478136911,2.222389879808184,Tobacco products,2013
6086,EVN AG,0.3116459754951236,4.35790408371673,Electricity networks,2013
11328,Marks and Spencer Group plc,0.0006045357177961,2.554158170368692,"Supermarkets, food & drugstores",2013
18574,Tesco,0.0005553410857312,2.2968901429750126,"Supermarkets, food & drugstores",2013
5194,Eaton Corporation,0.004962446747709,2.7932007273153627,Electrical equipment,2013
12144,Mitsubishi Electric Corporation,0.0046531340558395,2.5872511540617777,Electrical equipment,2013
23110,Koninklijke DSM,0.0018695499167268,2.390642261718043,Specialty chemicals,2013
22257,Ted Baker Plc,0.0001582965990042,2.848056090924016,Apparel stores,2013
3688,Dynatrace,0.0270504991047997,3.162048493193023,Software,2013
16794,Sharp Corporation,0.0017359889327155,2.939059131194035,Electronic components,2013
19197,Toshiba Corporation,0.0017255724990975,2.9180784829906368,Electronic components,2013
356,Aetna Inc.,2.2290282611545506e-06,2.081183955136567,Health care services,2013
14709,Koninklijke Philips NV,0.0121841037541892,3.161892453446374,Medical equipment,2013
1947,Bonduelle,0.0008787009390319,2.1568509410498784,Other food processing,2013
10156,Kingfisher,0.0008323810669732,2.161995294158488,Specialist retail,2013
8566,Honda Motor Company,0.0035749567382629,2.178506476799402,Automobiles,2013
36581,Aurizon Holdings,3.3087465509258694e-05,2.0369792595647045,Rail freight,2013
10670,LG Electronics,0.0022268294479018,2.931034470678587,Electronic equipment,2013
14292,Panasonic Corporation,0.0019030407936827,2.4318640226855117,Electronic equipment,2013
5811,Ericsson,0.0015804241710459,3.323998610704698,Communications equipment,2013
10609,LEGRAND,0.0003484521816677,2.1493438944105745,Fabricated metal components,2013
13496,Norwegian Property ASA,0.000140620242096,2.0854973070844456,Real estate owners & developers,2013
16366,Sasol Limited,0.0042687512119259,2.592497102772701,Other base chemicals,2013
2377,BT Group,0.0001983105764647,2.9273033463475704,Telecommunications services,2013
5400,Elisa Oyj,0.0002605463046734,4.019581505284962,Telecommunications services,2013
9992,"Kawasaki Heavy Industries, Ltd.",0.0091006967701492,4.21691671452394,Industrial machinery,2013
12903,NEC Corporation,0.0003938129351216,3.312146174650322,Other professional services,2013
15591,Reckitt Benckiser,0.0021916185739899,3.1861351154620023,Personal care & household products,2013
16837,Shimizu Corporation,0.0019168158799179,3.75854495561616,Non-residential building construction,2013
15698,Reunert,0.0001303768498314,2.7590016556735977,"Dealers, wholesalers & distributors",2013
3649,Commonwealth Bank of Australia,0.0030436929610345,8.619598150803297,Banks,2013
9134,Inpex Corporation,0.0065102916315443,2.574140628458246,Oil & gas extraction,2013
777,Anglo American Platinum,0.0006473803670466,2.6462152086410318,Precious metals & minerals mining,2013
23576,Sonoco Products Company,0.0733231617716825,2.23182159797602,Plastic products,2013
8212,Heineken NV,0.000509190854631,2.201272388502735,Alcoholic beverages,2013
21448,Charter Hall Group,0.0002158905922192,2.060756812905181,Real estate services,2013
13322,"Nippon Express Co., Ltd.",0.0008080733919276,2.447459751197492,Logistics - 3rd party,2014
4256,"Daiwa House Industry Co., Ltd.",0.0006771551196598,2.0658824519769063,Residential building construction,2014
15941,Rolls-Royce,0.007170421766586,2.827009228178744,Engines & motors,2014
4255,"Daito Trust Construction Co., Ltd.",8.654892915920879e-05,2.0949404171658244,Real estate services,2014
8332,"Hitachi Construction Machinery Co., Ltd.",0.003804586028439,2.2890496741910664,"Agriculture, construction & mining machinery",2014
9577,Itausa Investimentos Itau S.A.,8.014415249455951e-05,2.67124944709008,Asset managers,2014
19080,thyssenkrupp AG,0.0001053615110365,2.8897325574455506,Commercial services,2014
31735,Korea District Heating Corp.,0.0431313488575713,3.946904104374765,CCGT generation,2014
6305,FERROVIAL,0.0012848288898986,2.3267621653938946,Transportation infrastructure & other construction,2014
22499,Intercontinental Hotels Group,0.003821493003229,2.396213995533456,Hotels & lodging,2014
9834,JSW Steel,2.7037872219252863,2.8284269986390136,Iron & steel,2014
21394,Wistron Corp,0.0459248819442841,5.549566836654916,Electronic components,2014
6332,Finnair,0.0003805707546022,2.321900647223645,Passenger airlines,2014
1581,Bayer AG,0.0007470277161793,4.082562418337389,Pharmaceuticals,2014
7374,GlaxoSmithKline,0.0004284246971517,2.152709289502195,Pharmaceuticals,2014
2297,British Land Company,0.0101338766962638,4.96435200070803,REIT,2014
9712,Japan Tobacco Inc.,0.000398481537892,2.0209699416346205,Tobacco products,2014
6086,EVN AG,0.2658439347678798,4.350768561279114,Electricity networks,2014
16839,"Shin-Etsu Chemical Co., Ltd.",0.0157405470705701,4.247890524825509,Specialty chemicals,2014
17377,"Sompo Holdings, Inc",6.272392612942099e-05,5.841782033704778,Insurance,2014
31538,"MS&AD Insurance Group Holdings, Inc.",2.86768194009192e-05,2.46369468468397,Insurance,2014
10511,"Lawson, Inc.",0.0011287740026871,2.294751382291351,"Supermarkets, food & drugstores",2014
14766,Pick 'n Pay Stores Ltd,0.0014788317664179,3.1728874502896502,"Supermarkets, food & drugstores",2014
8338,"Hitachi, Ltd.",0.0038782709793061,3.1848303900739414,Electrical equipment,2014
22257,Ted Baker Plc,0.0001513062565577,2.842366643008037,Apparel stores,2014
3688,Dynatrace,0.3664825685875165,3.464099955488204,Software,2014
52448,IQVIA,1.1778026292317324e-05,2.7743751587800745,Health care services,2014
372,African Rainbow Minerals,0.1854586476120249,2.1878007957882457,Iron ore mining,2014
14709,Koninklijke Philips NV,0.0131680034611301,2.99930016387669,Medical equipment,2014
1947,Bonduelle,0.0008517512909627,2.0465348705501705,Other food processing,2014
19152,Toda Corporation,0.003562757465687,3.089198025304535,Non-residential building construction,2014
19376,Travis Perkins,0.0009183224129166,2.9957194071813507,"Dealers, wholesalers & distributors",2014
10156,Kingfisher,0.0008566652688839,2.311983742480633,Specialist retail,2014
8566,Honda Motor Company,0.003433083918734,2.306091489793692,Automobiles,2014
2656,Canadian National Railway Company,0.0001684448317982,2.0882564652298714,Rail freight,2014
10670,LG Electronics,0.0017789100519118,2.4072170045686443,Electronic equipment,2014
14292,Panasonic Corporation,0.0020158887442794,2.812268276850597,Electronic equipment,2014
31468,XP Power,0.0006561835556905,2.257600624264886,Fabricated metal components,2014
31426,Capital & Counties Properties,0.0004999190617124,2.538132700759019,Real estate owners & developers,2014
15327,Publicis Groupe SA,2.993797381116471e-05,2.48980281983872,Marketing,2014
12348,Molson Coors Brewing Company,0.0008470911414995,2.4030650968284326,Alcoholic beverages,2014
22503,SK Chemicals,0.003647668931939,3.099445955224546,Other base chemicals,2014
7331,"GIGA-BYTE TECHNOLOGY CO.,LTD",0.0008042715609792,2.200986839209116,Computer hardware,2014
17073,SK Telecom,0.0009535163779018,5.377204343074275,Telecommunications services,2014
9992,"Kawasaki Heavy Industries, Ltd.",0.0074055319823795,4.615069249139719,Industrial machinery,2014
12903,NEC Corporation,0.0003835408294347,2.9157251165885985,Other professional services,2014
13573,NTT Data Corporation,0.0002897747868119,2.061279888278563,Other professional services,2014
3398,Citigroup Inc.,0.0001286512317576,2.09030307355331,Banks,2014
12291,"Mizuho Financial Group, Inc.",0.0004341838275215,7.811102659074597,Banks,2014
15591,Reckitt Benckiser,0.0030798108560896,3.250410641670836,Personal care & household products,2014
5584,Endesa,0.0016075415045289,2.645521629158408,0,2014
9134,Inpex Corporation,0.008713222165278,2.7097436893687465,Oil & gas extraction,2014
777,Anglo American Platinum,0.00042737687943,2.493245774603633,Precious metals & minerals mining,2014
23576,Sonoco Products Company,0.0708970101708353,2.441171819361846,Plastic products,2014
5811,Ericsson,0.001487414689507,3.2129125325735424,Communications equipment,2014
17788,Steelcase,0.000226493459132,2.4389930406293905,Furniture,2014
22369,Dampskibsselskabet NORDEN A/S,0.0011865309328704,2.061890708095928,Marine freight,2014
4256,"Daiwa House Industry Co., Ltd.",0.0006137697117039,2.0995857359605536,Residential building construction,2015
9103,Ingersoll-Rand Co. Ltd.,0.0888071445107901,4.783019121470043,Electrical equipment,2015
8332,"Hitachi Construction Machinery Co., Ltd.",0.0041767696160217,2.3012304080682524,"Agriculture, construction & mining machinery",2015
13322,"Nippon Express Co., Ltd.",0.0008577680215336,2.471835682159695,Logistics - 3rd party,2015
5154,Ecolab Inc.,0.0007627505149463,2.9542189312665483,Commercial services,2015
14783,Pinnacle West Capital Corporation,0.115438446571722,4.108277330137261,CCGT generation,2015
3253,China Steel Corporation,0.0049486324167374,2.555331365819766,Iron & steel,2015
3193,Innolux Corporation,0.0203498475117185,3.582039573859297,Electronic components,2015
21394,Wistron Corp,0.0250676733396068,4.488871972244365,Electronic components,2015
1581,Bayer AG,0.0006645223498258,3.9974395772727553,Pharmaceuticals,2015
7374,GlaxoSmithKline,0.0004162567831634,2.303346265869658,Pharmaceuticals,2015
2297,British Land Company,0.0168830441745627,5.2441393743647104,REIT,2015
12903,NEC Corporation,0.0005041173359667,3.2717224364124107,Other professional services,2015
13573,NTT Data Corporation,0.0003816306666925,2.336461150239141,Other professional services,2015
5584,Endesa,0.0012835913550472,2.3994361621100246,0,2015
36933,DGB Financial Group,0.0063753092252375,9.10750969631433,Banks,2015
252,Aegon,0.0001427128201504,5.910213379274643,Insurance,2015
17377,"Sompo Holdings, Inc",5.454885209567997e-05,2.0442245440404427,Insurance,2015
10511,"Lawson, Inc.",0.0011566932669695,2.287751528093972,"Supermarkets, food & drugstores",2015
14766,Pick 'n Pay Stores Ltd,0.0013664274545124,2.8142066974694733,"Supermarkets, food & drugstores",2015
21811,N Brown Group Plc,0.0002469372151327,2.703812193828244,Apparel stores,2015
6086,EVN AG,0.1824549250194789,4.564467615557806,Electricity networks,2015
16339,SAP SE,0.0003273392398794,3.3344193379035807,Software,2015
36602,Edwards Lifesciences Corp,1.5298552351926853e-05,2.877636057364275,Health care services,2015
14709,Koninklijke Philips NV,0.005335193205497,3.310453066909709,Medical equipment,2015
7156,General Mills Inc.,0.0009637915406996,2.264856773136163,Other food processing,2015
6332,Finnair,0.0010244708994707,3.0251920988048866,Passenger airlines,2015
19376,Travis Perkins,0.0008338245537403,3.0349563667938555,"Dealers, wholesalers & distributors",2015
10156,Kingfisher,0.0009001665903723,2.47969892333496,Specialist retail,2015
12893,Navistar International Corporation,0.004930966469428,2.4847265701072367,Automobiles,2015
4136,Cummins Inc.,0.0480839500261642,3.1276944145938037,Engines & motors,2015
10787,Lite-On Technology,0.0055850575718894,3.760729382655915,Electronic equipment,2015
4255,"Daito Trust Construction Co., Ltd.",0.0006361708131824,2.5676047298814564,Real estate services,2015
12348,Molson Coors Brewing Company,0.0006486643307636,2.103390997788741,Alcoholic beverages,2015
7331,"GIGA-BYTE TECHNOLOGY CO.,LTD",0.0009548007941588,2.167500183951134,Computer hardware,2015
17073,SK Telecom,0.0029249599784363,5.672162725034234,Telecommunications services,2015
9992,"Kawasaki Heavy Industries, Ltd.",0.0068854987173088,4.599912577278016,Industrial machinery,2015
15591,Reckitt Benckiser,0.0029321403587228,3.443341044478309,Personal care & household products,2015
19152,Toda Corporation,0.0043963450096523,3.3592982859345737,Non-residential building construction,2015
1452,Bank of America,5.1547228209112326e-05,2.0815112127432025,Asset managers,2015
9577,Itausa Investimentos Itau S.A.,5.409141831999818e-05,2.215218253560108,Asset managers,2015
12406,Morgan Stanley,5.282896912485344e-05,2.148871660456767,Asset managers,2015
1857,Biogen Inc.,3.207203775618276e-05,2.146665567074648,Biotechnology,2015
3751,ConocoPhillips,0.0072956850899741,2.256440971460224,Oil & gas extraction,2015
777,Anglo American Platinum,0.0004171970493928,2.8340144018848363,Precious metals & minerals mining,2015
5811,Ericsson,0.001870539787018,2.344500631895197,Communications equipment,2015
13360,Nokia Group,0.0021160463207426,2.727615410145781,Communications equipment,2015
22503,SK Chemicals,0.0050421912756997,2.60193071428457,Other base chemicals,2015
19316,Cleanaway Waste Management,0.0019578855928772,2.235106552501469,Waste management,2015
22369,Dampskibsselskabet NORDEN A/S,0.001574139728758,2.3777062962782347,Marine freight,2015
16418,Schlumberger Limited,3.357293868921776e-05,2.088450946254342,Energy services & equipment,2015
22499,Intercontinental Hotels Group,0.0044668729894618,2.4196773042426387,Hotels & lodging,2015
8332,"Hitachi Construction Machinery Co., Ltd.",0.0039493249484048,2.5405187948116663,"Agriculture, construction & mining machinery",2016
4255,"Daito Trust Construction Co., Ltd.",0.0005889175606988,2.621419373087539,Real estate services,2016
36602,Edwards Lifesciences Corp,1.4652292742180382e-05,2.764410888685402,Health care services,2016
31426,Capital & Counties Properties,0.0012109024833433,2.7443001652215213,Real estate owners & developers,2016
6128,Expeditors International of Washington,0.0012183379667915,2.871311097810293,Logistics - 3rd party,2016
13126,Twenty-First Century Fox,3.0490780301326734e-05,2.5615695506294744,Marketing,2016
20515,"Waste Management, Inc.",0.0006809196583142,2.3441352085836624,Waste management,2016
1452,Bank of America,4.385870867871767e-05,2.2293434825584466,Asset managers,2016
9577,Itausa Investimentos Itau S.A.,4.7948437703449713e-05,2.491909786310541,Asset managers,2016
12406,Morgan Stanley,4.864724404634527e-05,2.5367741275378,Asset managers,2016
19080,thyssenkrupp AG,0.0216280571379516,2.8270821032945035,Commercial services,2016
14783,Pinnacle West Capital Corporation,0.0127639165262802,3.3666718287668926,CCGT generation,2016
4050,Credit Agricole,0.008800052729392,9.126827307017852,Banks,2016
14709,Koninklijke Philips NV,0.0042469350703696,3.955036416226864,Medical equipment,2016
14605,"PepsiCo, Inc.",0.0012643088424973,2.61017979734403,Other food processing,2016
6332,Finnair,0.0026640585034272,3.2881929311055726,Passenger airlines,2016
2191,Bristol-Myers Squibb,0.0040147835486693,5.176608227971836,Pharmaceuticals,2016
2297,British Land Company,0.0050836330093711,4.990323720047344,REIT,2016
5811,Ericsson,0.0018014201031219,3.304915946289036,Communications equipment,2016
16839,"Shin-Etsu Chemical Co., Ltd.",0.0027307587476411,2.734256584609618,Specialty chemicals,2016
20363,Wacker Chemie AG,0.0022864932213215,2.1653756507040125,Specialty chemicals,2016
17834,Storebrand ASA,0.0003760252550498,6.632600899484979,Insurance,2016
10511,"Lawson, Inc.",0.0011584717014606,3.421302183292683,"Supermarkets, food & drugstores",2016
9103,Ingersoll-Rand Co. Ltd.,0.083768769374189,4.971363909214765,Electrical equipment,2016
6086,EVN AG,0.2247780058917019,4.466328346061431,Electricity networks,2016
11930,Microsoft Corporation,0.0002588046712157,2.155362736153501,Software,2016
16339,SAP SE,0.0003405947716367,3.0344473602754563,Software,2016
21394,Wistron Corp,0.0189669441589664,6.450375164924954,Electronic components,2016
3551,Colgate Palmolive Company,0.0035640013162223,2.458028443198638,Personal care & household products,2016
15132,Procter & Gamble Company,0.003205332394064,2.143241463346683,Personal care & household products,2016
18266,Taisei Corporation,0.003020466080227,2.18229609960852,Non-residential building construction,2016
19152,Toda Corporation,0.0039169814428428,2.9874122624605737,Non-residential building construction,2016
20593,Wesco International,0.0015798640948745,2.704378931505468,"Dealers, wholesalers & distributors",2016
10156,Kingfisher,0.0008359372183153,2.578448559617431,Specialist retail,2016
8362,"Hino Motors, Ltd.",0.0063163337728362,2.4996196891466824,Automobiles,2016
12893,Navistar International Corporation,0.006164468006411,2.4141901218143578,Automobiles,2016
9044,INDUS Holding AG,0.0016251417799431,2.5263128363717544,Fabricated metal components,2016
4136,Cummins Inc.,0.0463727625792448,3.371524815257417,Engines & motors,2016
14654,Petróleo Brasileiro SA - Petrobras,0.0066936956083778,2.2454638886220666,Oil & gas refining,2016
4332,Darfon Electronics Corp,0.0091906248128766,4.164245892085704,Electronic equipment,2016
17556,Spirax-Sarco Engineering,0.0045742895816396,2.449486395745089,Engineering services,2016
19573,"Ube Industries, Ltd.",0.0040407671235539,2.3476944585889155,Other base chemicals,2016
7331,"GIGA-BYTE TECHNOLOGY CO.,LTD",0.0012768711533584,2.4089268870561558,Computer hardware,2016
13298,Nippon Telegraph & Telephone Corporation (NTT),0.0002299987441857,2.2634517240241467,Telecommunications services,2016
18415,Telecom Italia,0.0003054313525088,3.28590383443638,Telecommunications services,2016
9992,"Kawasaki Heavy Industries, Ltd.",0.0055886037690194,3.6657566727300286,Industrial machinery,2016
22216,Danieli & C Officine Meccaniche S.p.A.,0.0053830714118593,3.5147854859024927,Industrial machinery,2016
12379,Moody's Corporation,0.005808659896787,5.258929412721226,Other professional services,2016
5584,Endesa,0.0010374947264744,2.164143216452377,0,2016
20173,Vermilion Energy Inc.,0.0121940403120281,2.376281001482934,Oil & gas extraction,2016
777,Anglo American Platinum,0.0004519135900214,2.649021702163856,Precious metals & minerals mining,2016
22369,Dampskibsselskabet NORDEN A/S,0.002115205281065,2.3088840107459125,Marine freight,2016
16072,"Ryder System, Inc.",0.0012736608221599,2.0879024806988413,Vehicles & machinery rental & leasing,2016
31426,Capital & Counties Properties,0.0010032972440943,2.908387897311073,Real estate owners & developers,2017
4663,Deutsche Post AG,0.0004595622026631,2.83035076236231,Logistics - 3rd party,2017
20515,"Waste Management, Inc.",0.000578861465654,2.1752049186590354,Waste management,2017
13316,NH Foods Ltd.,0.0011962002817126,2.4147889702048326,Animal processing,2017
7619,Goodyear Tire & Rubber Company,0.0111627384405279,2.0975048601299444,Rubber products,2017
10670,LG Electronics,0.0016887264346125,2.8508326986726287,Electronic equipment,2017
14292,Panasonic Corporation,0.001557705325899,2.566217613487631,Electronic equipment,2017
4255,"Daito Trust Construction Co., Ltd.",0.0005118833978744,2.6067430070115853,Real estate services,2017
1452,Bank of America,5.426008599068434e-05,2.985417825828705,Asset managers,2017
12406,Morgan Stanley,5.74099352895236e-05,3.1897791162524904,Asset managers,2017
19080,thyssenkrupp AG,0.0204883925834776,2.999426606908334,Commercial services,2017
31735,Korea District Heating Corp.,6.457632766114067,4.898850295232124,CCGT generation,2017
4050,Credit Agricole,0.0080135209716339,9.26327914522214,Banks,2017
119,Resolute Forest Products Inc.,0.0015880791346424,2.261823346445488,Pulp & paper mills,2017
2986,CEMEX,0.0143640722083762,2.2299006786285984,Cement,2017
22499,Intercontinental Hotels Group,0.0008889192736196,2.011691059816692,Hotels & lodging,2017
9834,JSW Steel,1.3127068814926752,2.4494889086259453,Iron & steel,2017
383,Aggreko,1.2238131011008782,2.645749902991312,Vehicles & machinery rental & leasing,2017
14709,Koninklijke Philips NV,0.0053859389451316,3.709402907917113,Medical equipment,2017
6863,FUJI OIL HOLDINGS INC.,0.0018525177152236,2.5377833894350097,Other food processing,2017
9044,INDUS Holding AG,0.0014717873196728,2.9694540995785066,Fabricated metal components,2017
36707,"International Consolidated Airlines Group, S.A.",0.0003307642234345,2.028759013863275,Passenger airlines,2017
2191,Bristol-Myers Squibb,0.0088744891220638,5.463263550934588,Pharmaceuticals,2017
5811,Ericsson,0.0022147027902686,2.950401330019524,Communications equipment,2017
13360,Nokia Group,0.0018257865590132,2.322672982122847,Communications equipment,2017
16794,Sharp Corporation,0.0017847976183952,3.4600664936694128,Electronic components,2017
19197,Toshiba Corporation,0.0021994438197321,4.383675621913219,Electronic components,2017
31884,"SCREEN Holdings CO., Ltd.",0.0012119292331627,2.1840232833926305,Electronic components,2017
20363,Wacker Chemie AG,0.0028386637724193,2.612704696248407,Specialty chemicals,2017
16563,Scor SE,0.0003495002632735,5.045903218063902,Insurance,2017
17834,Storebrand ASA,0.0003407882258251,4.913507044029444,Insurance,2017
10511,"Lawson, Inc.",0.0011506186836607,3.0625938966706863,"Supermarkets, food & drugstores",2017
18574,Tesco,0.0008220063216185,2.010099616725117,"Supermarkets, food & drugstores",2017
9103,Ingersoll-Rand Co. Ltd.,0.0900319735623473,5.540593435224511,Electrical equipment,2017
7060,Gap Inc.,0.0003163151056448,2.646413970314501,Apparel stores,2017
6086,EVN AG,0.236639779137772,4.790258848960599,Electricity networks,2017
16339,SAP SE,0.0003617881105743,3.049616248082892,Software,2017
2797,Carlsberg Breweries A/S,0.0009268759707478,2.571456480724014,Alcoholic beverages,2017
7331,"GIGA-BYTE TECHNOLOGY CO.,LTD",0.0013630978106267,2.3153659414122667,Computer hardware,2017
31497,CenturyLink,0.0046897519823289,5.838430510869921,Telecommunications services,2017
51086,Valmet,0.0247419472591653,5.047674869072974,Industrial machinery,2017
19152,Toda Corporation,0.0026253212225394,3.434263902655389,Non-residential building construction,2017
10156,Kingfisher,0.0008049142505834,2.2359132286442494,Specialist retail,2017
8362,"Hino Motors, Ltd.",0.0069278766059731,2.3863247022171223,Automobiles,2017
14169,PACCAR Inc,0.0071327741514358,2.4903800089393147,Automobiles,2017
4136,Cummins Inc.,0.039382406500881,3.5542405012132336,Engines & motors,2017
59242,California Resources Corp,0.0106944809160304,2.094753147722783,Oil & gas extraction,2017
777,Anglo American Platinum,0.0003511864640526,2.520446887525002,Precious metals & minerals mining,2017
13849,Oneok Inc.,0.0039017876512445,2.22603893924258,Oil & gas pipelines & storage,2017
15134,ProSiebenSat.1 Media SE,8.674284728464676e-05,3.585003107283392,Marketing,2017
19242,"Toray Industries, Inc.",0.007300303253656,2.0572302647686453,Plastic products,2017
17556,Spirax-Sarco Engineering,0.0034690767288814,2.645744717082364,Engineering services,2017
19573,"Ube Industries, Ltd.",0.0034550241958437,2.524321378631728,Other base chemicals,2017
21722,Mercialys,3.3359698204447774,5.656845357519573,REIT,2017
